,greV,greQ,greA,cgpa,univName
306241,166.0,166.0,4.5,3.85,University Of Pittsburgh
306245,160.0,156.0,5.0,3.9,University Of Pittsburgh
306251,157.0,151.0,5.0,3.91,University Of Pittsburgh
306254,168.0,158.0,5.0,3.2,Georgetown University
306256,159.0,148.0,5.0,3.9,Colorado State University
306258,159.0,148.0,5.0,3.9,Carnegie Mellon University
306261,159.0,148.0,5.0,3.9,North Carolina State University
306276,140.4255319148936,168.08510638297872,4.5,7.73,New York University (NYU)
306335,161.0,151.0,5.0,3.29,Georgetown University
306401,134.04255319148936,148.93617021276594,4.5,3.41,University Of Central Florida
306425,166.0,163.0,0.0,4.0,University Of Minnesota
306430,161.0,161.0,4.0,3.26,Rice University
306450,143.0,163.0,4.5,3.83,University Of Iowa
306456,164.0,169.0,0.0,3.76,Cornell University
306463,164.0,166.0,4.5,4.0,University Of Oxford
306487,170.2127659574468,140.4255319148936,3.5,3.51,University Of Florida
306505,148.93617021276594,168.08510638297872,3.0,3.87,"University Of California, San Diego (UCSD)"
306513,130.0,170.2127659574468,3.0,3.28,North Carolina State University
306561,154.0,159.0,3.5,3.3,Indiana University Bloomington
306564,152.0,170.0,3.0,3.68,Arizona State University
306627,157.0,153.0,4.5,3.96,University Of Houston
306668,153.0,158.0,4.0,3.9,Carnegie Mellon University
306678,166.0,154.0,5.0,3.2,UC Davis
306699,157.0,162.0,4.0,3.8,University Of Toronto
306703,169.0,157.0,6.0,3.54,University Of Notre Dame
306727,153.0,154.0,4.0,3.98,George Mason University
306805,152.0,169.0,3.0,3.8,UIUC
306818,165.0,163.0,5.0,3.86,Georgetown University
306833,170.2127659574468,130.0,3.0,3.7,UCSD
306835,130.0,155.3191489361702,5.0,3.93,Texas A&M University
306905,161.0,160.0,5.5,3.85,University Of Oxford
306909,151.0,167.0,3.5,3.5,Duke University
306911,131.91489361702128,170.2127659574468,2.5,3.69,UCLA
306914,152.0,165.0,3.0,3.72,Carnegie Mellon University (CMU)
306934,148.0,170.0,3.0,3.7,Stony Brook University
306939,164.0,165.0,5.0,3.5,University Of Virginia
306982,160.0,168.0,4.5,3.65,UCLA
306988,160.0,142.0,4.5,3.69,Georgetown University
307012,151.0,169.0,4.0,3.56,University Of Arizona
307021,158.0,145.0,4.0,3.31,University Of Texas At Austin
307058,150.0,150.0,5.5,3.98,Syracuse University
307069,149.0,150.0,4.0,3.9,University Of Kentucky
307074,154.0,167.0,3.0,3.4,Cornell University
307082,167.0,163.0,5.0,3.72,University Of Pittsburgh
307089,157.0,168.0,3.0,3.65,Columbia University
307095,157.0,166.0,3.5,3.2,"University Of Colorado, Boulder"
307103,167.0,146.0,3.0,3.3,University Of Houston
307105,151.0,149.0,4.0,3.94,Michigan State University
307106,130.0,155.3191489361702,0.0,3.6,Northwestern University
307115,169.0,165.0,6.0,3.97,Cornell University
307122,168.0,166.0,4.5,3.93,UC Berkeley
307143,159.0,152.0,4.5,3.9,USC
307144,166.0,149.0,4.0,3.2,University Of Houston
307146,170.0,168.0,3.0,3.9,UCLA
307157,156.0,152.0,4.0,3.84,University Of Kentucky
307158,154.0,145.0,4.5,3.9,New York University
307168,152.0,157.0,4.0,3.65,Syracuse University
307178,164.0,155.0,4.0,3.7,Stanford University
307186,160.0,153.0,4.5,3.45,University Of Kentucky
307200,161.0,170.0,5.0,3.89,Harvard University
307206,149.0,169.0,3.0,3.88,University Of Illinois At Urbana-Champaign
307228,165.0,165.0,5.5,3.6,UC Berkeley
307229,170.0,166.0,5.5,3.8,UC Davis
307252,158.0,152.0,5.0,3.87,Syracuse University
307253,157.0,152.0,4.5,3.97,Syracuse University
307329,156.0,169.0,4.5,3.69,"University Of Michigan, Ann Arbor"
307330,164.0,162.0,4.5,3.85,UCLA
307335,157.0,151.0,4.5,3.51,Syracuse University
307341,159.0,150.0,4.5,3.38,Arizona State University
307362,170.0,168.0,5.0,3.91,University Of Arizona
307408,160.0,160.0,4.5,3.87,University Of Wisconsin-Madison
307415,158.0,161.0,4.5,3.45,University Of Maryland
307420,161.0,161.0,4.5,3.96,University Of Connecticut
307421,153.0,163.0,4.0,3.77,University Of Michigan
307454,165.0,153.0,4.5,4.0,University Of Illinois At Urbana-Champaign
307476,144.68085106382978,170.2127659574468,3.5,3.9,Ohio State University
307494,150.0,170.0,3.5,3.9,University Of Texas At Austin
307495,150.0,170.0,3.5,3.9,Carnegie Mellon University
307499,148.93617021276594,134.04255319148936,0.0,3.89,University Of Maryland College Park
307501,160.0,166.0,4.5,3.66,University Of Texas At Austin
307507,165.0,145.0,3.0,3.34,Clemson University
307517,169.0,170.0,5.5,4.0,Stanford University
307529,158.0,169.0,3.5,3.56,University Of Notre Dame
307532,130.0,170.2127659574468,2.5,3.88,Columbia University
307567,162.0,170.0,3.5,3.76,Columbia University
307582,154.0,162.0,4.0,3.85,Boston University
307591,163.0,152.0,4.5,3.73,Columbia University
307612,167.0,165.0,4.5,3.98,USC
307615,167.0,165.0,4.5,3.98,University Of Maryland
307617,167.0,165.0,4.5,3.98,UC Davis
307619,167.0,165.0,4.5,3.98,Purdue University
307621,167.0,165.0,4.5,3.98,UIUC
307637,163.0,157.0,5.0,3.78,University Of Oregon
307642,156.0,150.0,4.0,3.98,University Of Kansas
307648,161.0,165.0,5.5,4.0,University Of Houston
307681,160.0,156.0,4.0,3.43,Penn State University
307688,160.0,161.0,5.0,3.5,Northwestern University
307697,166.0,163.0,5.0,3.96,University Of Southern California (USC)
307698,164.0,155.0,4.0,3.7,Columbia University
307718,160.0,156.0,5.0,3.9,University Of Colorado Boulder
307733,166.0,162.0,5.5,3.53,Penn State University
307750,170.0,163.0,5.5,3.97,Columbia University
307787,153.0,163.0,4.0,3.7,George Washington University
307801,170.0,160.0,0.0,3.3,Boston University
307806,162.0,169.0,4.5,3.81,Carnegie Mellon University
307807,158.0,159.0,4.5,3.9,"University Of California, San Diego (UCSD)"
307815,161.0,170.0,4.0,3.9,Columbia University
307825,163.0,168.0,5.0,4.0,Cornell University
307853,153.0,152.0,4.0,3.2,University Of Cincinnati
307854,142.0,149.0,4.0,3.91,Georgia State University
307869,158.0,154.0,5.5,3.93,Purdue University
307883,170.0,168.0,5.0,3.91,"University Of Colorado, Boulder"
307894,150.0,159.0,4.0,3.8,Northwestern University
307913,165.0,155.0,4.5,3.25,University Of Colorado Boulder
307915,131.91489361702128,144.68085106382978,0.0,3.4,University Of Connecticut
307916,152.0,163.0,3.0,4.0,University Of Pittsburgh
307966,152.0,170.0,4.0,3.7,University Of Colorado Boulder
307970,154.0,158.0,3.5,3.44,Indiana University Bloomington
307990,162.0,162.0,4.0,3.4,University Of Pennsylvania
307991,159.0,151.0,4.0,3.69,University Of Colorado Boulder
308023,157.0,147.0,4.0,3.69,Boston University
308032,130.0,170.2127659574468,3.5,3.8,Stanford University
308041,159.0,162.0,4.0,3.79,Columbia University
308048,160.0,168.0,4.0,3.75,North Carolina State University
308075,159.0,162.0,5.0,3.62,University Of Chicago
308076,155.0,161.0,4.0,3.64,UCLA
308085,156.0,166.0,4.0,3.55,University Of Southern California
308099,152.0,166.0,4.0,4.0,Iowa State University
308104,130.0,146.80851063829786,4.0,3.39,University Of Kentucky
308105,130.0,146.80851063829786,4.0,3.39,University Of Kentucky
308109,165.0,153.0,5.0,3.61,Georgetown University
308125,159.0,160.0,5.0,3.94,University Of Kentucky
308128,159.0,167.0,5.0,4.0,Carnegie Mellon University
308134,150.0,161.0,3.0,3.5,Purdue University
308139,157.0,148.0,4.0,3.9,University Of Connecticut
308165,155.0,154.0,5.0,3.87,Northwestern University
308180,159.0,168.0,4.0,3.6,Clemson University
308187,149.0,156.0,3.0,3.62,University Of Southern California
308196,161.0,170.0,4.0,3.83,Georgia State University
308198,152.0,168.0,3.0,3.0,University Of Michigan
308231,170.0,154.0,6.0,3.5,American University
308237,157.0,147.0,3.5,3.9,University Of Georgia
308238,153.0,165.0,4.0,3.83,University Of Washington
308254,158.0,166.0,5.0,3.76,University Of Utah
308255,151.0,162.0,4.0,3.19,University Of Pittsburgh
308259,162.0,166.0,4.0,3.95,Columbia University
308262,154.0,162.0,4.0,3.85,Columbia University
308275,161.0,170.0,4.5,3.74,Duke University
308303,157.0,152.0,4.0,3.65,Penn State University
308329,144.0,161.0,3.0,3.8,University Of Michigan
308333,130.0,170.2127659574468,3.0,2.76,University Of Washington
308344,155.0,154.0,4.5,3.84,Penn State University
308348,160.0,156.0,5.0,3.9,Northwestern University
308353,163.0,168.0,5.0,4.0,University Of Utah
308354,163.0,168.0,5.0,4.0,UCLA
308355,150.0,156.0,3.0,3.64,Michigan State University
308362,164.0,150.0,5.5,3.9,Northwestern University
308364,157.0,153.0,5.0,3.76,Penn State University
308368,165.0,159.0,4.5,3.55,Princeton University
308370,149.0,159.0,3.0,3.86,Columbia University
308379,166.0,151.0,4.5,3.7,Northwestern University
308384,150.0,155.0,4.0,3.4,"University Of Michigan, Ann Arbor"
308397,170.0,156.0,5.5,3.9,Northwestern University
308398,153.0,160.0,5.0,4.08,Northwestern University
308451,160.0,169.0,5.0,3.25,"University Of California, San Diego (UCSD)"
308473,164.0,158.0,4.5,3.84,Northwestern University
308477,150.0,161.0,3.5,3.78,University Of Washington
308507,170.0,154.0,4.0,3.74,University Of Washington
308515,148.0,168.0,4.0,3.4,"University Of Michigan, Ann Arbor"
308534,148.0,156.0,4.0,3.57,University Of Kansas
308541,168.0,152.0,3.5,3.63,University Of Delaware
308549,151.0,163.0,4.0,3.52,University Of Washington
308577,160.0,160.0,4.0,3.67,Purdue University
308583,167.0,151.0,5.5,3.84,University Of Virginia
308588,164.0,146.0,4.0,3.5,Penn State University
308592,162.0,163.0,4.0,3.64,University Of Connecticut
308603,164.0,166.0,5.0,3.81,University Of Chicago
308608,163.0,148.0,5.0,3.5,University Of Michigan
308609,142.5531914893617,159.5744680851064,4.5,3.3,University Of Michigan
308614,142.5531914893617,159.5744680851064,4.5,3.3,University Of Maryland College Park
308619,142.5531914893617,159.5744680851064,4.5,3.3,University Of Michigan
308643,164.0,168.0,5.0,3.88,University Of Utah
308661,163.0,158.0,5.0,3.6,University Of Kansas
308664,164.0,150.0,5.0,3.6,Columbia University
308668,163.0,158.0,5.0,3.6,University Of Kansas
308700,155.0,164.0,4.0,3.49,University Of Chicago
308731,162.0,160.0,4.5,3.94,George Washington University
308739,170.0,167.0,4.0,3.8,The University Of Chicago
308796,167.0,160.0,4.5,3.75,University Of Colorado Boulder
308861,155.0,166.0,5.0,3.88,University Of Oxford
308893,153.0,159.0,4.5,3.98,University Of Kansas
308911,160.0,167.0,3.0,7.0,University Of Southern California
308922,159.0,156.0,5.0,3.7,Syracuse University
308930,160.0,154.0,5.5,3.03,University Of Oregon
308934,165.0,170.0,4.5,3.55,University Of Pittsburgh
308936,149.0,170.0,3.0,3.97,University Of Utah
308944,148.93617021276594,170.2127659574468,4.0,3.66,University Of Southern California
308953,156.0,159.0,4.5,3.8,University Of South Florida
308958,165.0,155.0,5.0,3.91,University Of Virginia
308979,154.0,150.0,5.0,3.93,University Of Kansas
308983,164.0,166.0,5.0,3.81,Duke University
308996,165.0,169.0,4.5,3.4,Duke University
309007,156.0,166.0,4.0,4.0,University Of Pittsburgh
309057,165.0,164.0,5.0,3.8,Boston University
309060,153.0,162.0,4.0,3.7,University Of Connecticut
309076,153.0,152.0,4.5,3.88,University Of Kansas
309107,170.0,158.0,4.5,3.9,Northwestern University
309110,163.0,155.0,3.5,3.98,University Of Maryland
309137,170.2127659574468,130.0,3.0,3.7,UCSD
309141,154.0,166.0,5.5,3.51,Stony Brook University
309159,150.0,170.0,3.5,3.97,UIUC
309180,158.0,165.0,3.5,3.86,Columbia University
309184,162.0,149.0,5.5,2.8,University Of Southern California (USC)
309202,154.0,152.0,4.5,3.77,Temple University
309208,157.0,162.0,3.5,3.49,Boston University
309212,159.0,152.0,4.5,3.9,University Of Michigan
309213,149.0,164.0,3.5,3.8,Purdue University
309214,153.0,169.0,4.5,3.58,University Of Pennsylvania
309227,158.0,156.0,4.5,3.3,University Of Houston
309238,154.0,155.0,3.5,3.7,University Of Pennsylvania
309282,153.0,170.0,3.5,3.2,Purdue University
309298,163.0,168.0,4.0,3.3,University Of Florida
309325,157.0,151.0,5.0,3.91,Columbia University
309347,156.0,155.0,4.0,3.6,University Of Cincinnati
309355,155.0,166.0,4.0,3.87,Columbia University
309356,154.0,152.0,4.0,3.8,Arizona State University
309357,166.0,159.0,4.0,3.95,University Of Colorado Boulder
309373,130.0,170.2127659574468,3.5,3.84,UCLA
309381,130.0,170.2127659574468,3.5,3.84,UCLA
309388,154.0,151.0,4.0,3.9,Wayne State University
309397,170.0,170.0,5.5,3.96,UCSD
309407,152.0,169.0,3.0,3.95,Columbia University
309427,148.0,156.0,4.0,3.13,University Of Houston
309434,152.0,164.0,3.5,3.87,"University Of Michigan, Ann Arbor"
309439,162.0,168.0,4.0,7.8,Columbia University
309453,163.0,169.0,5.5,3.7,UT Austin
309456,156.0,152.0,4.5,3.8,University Of Connecticut
309489,158.0,169.0,3.5,3.56,Northeastern University
309493,153.0,164.0,3.5,3.87,Georgetown University
309500,161.0,169.0,4.5,3.1,University Of Arizona
309504,170.0,163.0,5.5,3.97,Stanford University
309506,170.0,163.0,5.5,3.97,University Of Chicago
309510,151.0,157.0,4.0,3.61,Harvard University
309513,170.0,163.0,5.5,3.97,Harvard University
309538,159.0,159.0,3.5,2.7,University Of Michigan
309549,164.0,142.0,3.5,3.5,Northeastern University
309565,151.0,169.0,4.0,3.56,"University Of Michigan, Ann Arbor"
309575,154.0,170.0,4.0,3.82,Columbia University
309602,160.0,167.0,4.5,3.96,University Of Pennsylvania
309610,159.0,163.0,4.0,3.8,Columbia University
309636,160.0,165.0,4.0,3.5,Columbia University
309637,130.0,165.95744680851064,0.0,3.6,University Of Pennsylvania
309649,142.0,169.0,3.0,3.88,University Of Arizona
309662,151.0,162.0,5.0,3.88,Ohio State University (OSU)
309673,157.0,151.0,5.0,3.7,University Of South Carolina
309677,157.0,151.0,5.0,3.7,University Of Cincinnati
309683,160.0,159.0,4.5,3.73,University Of Michigan
309722,147.0,163.0,4.0,3.02,Northeastern University
309754,163.0,168.0,4.0,3.7,University Of Michigan
309757,155.0,155.0,4.0,3.8,Northeastern University
309803,152.0,157.0,4.0,3.6,University Of South Carolina
309821,151.0,169.0,4.0,3.56,Carnegie Mellon University
309830,167.0,163.0,4.0,3.9,Arizona State University
309832,130.0,170.2127659574468,3.0,3.7,Brown University
309871,157.0,168.0,3.0,3.65,Boston University
309879,157.0,147.0,5.5,3.68,American University
309890,151.0,170.0,3.0,3.5,Washington University in St. Louis (WashU/WUSTL)
309891,154.0,169.0,3.5,3.77,UC Irvine
309911,157.0,151.0,5.5,3.6,University Of South Florida
309923,130.0,161.70212765957447,3.0,3.18,University Of Minnesota
309931,157.0,153.0,4.5,3.96,University Of Central Florida
309946,130.0,165.95744680851064,4.5,3.0,UC Davis
309965,154.0,170.0,4.0,3.74,University Of Wisconsin-Madison
309969,169.0,154.0,3.5,3.6,Duke University
309987,158.0,152.0,4.0,3.97,University Of Cincinnati
310045,163.0,168.0,4.0,3.7,Harvard University
310052,157.0,153.0,4.0,3.6,University Of Connecticut
310053,152.0,162.0,4.0,3.3,Northeastern University
310130,149.0,167.0,4.0,3.08,University Of Iowa
310147,165.0,164.0,5.0,3.8,University Of Toronto
310151,161.0,160.0,5.0,3.45,University Of Minnesota
310158,146.0,167.0,3.5,3.5,Ohio State University
310167,145.0,162.0,3.5,3.75,University Of Michigan
310170,150.0,162.0,3.0,3.3,University Of Pittsburgh
310194,167.0,158.0,4.5,3.89,Vanderbilt University
310198,170.0,167.0,4.0,3.8,George Washington University
310203,160.0,163.0,4.0,3.5,Vanderbilt University
310215,155.0,154.0,4.0,3.98,University Of Cincinnati
310224,142.5531914893617,170.2127659574468,5.5,3.4,"University Of California, Berkeley"
310226,150.0,146.0,4.5,3.98,University Of Cincinnati
310247,166.0,160.0,5.5,3.96,Vanderbilt University
310250,163.0,158.0,5.0,4.0,University Of Cincinnati
310251,163.0,157.0,5.0,3.83,New York University (NYU)
310253,152.0,165.0,3.0,3.6,University Of Michigan
310256,155.3191489361702,153.1914893617021,5.0,3.92,Vanderbilt University
310261,170.0,156.0,5.5,3.9,Vanderbilt University
310274,158.0,152.0,0.0,3.9,University Of Washington
310303,156.0,159.0,4.0,3.75,Iowa State University
310310,154.0,160.0,4.0,3.45,University Of Washington
310311,168.0,160.0,4.5,3.7,Vanderbilt University
310319,165.0,159.0,5.0,3.64,Vanderbilt University
310344,130.0,170.2127659574468,3.0,3.67,George Mason University
310347,144.0,165.0,3.5,3.83,University Of Florida
310349,144.0,165.0,3.5,3.83,University Of Pittsburgh
310363,160.0,156.0,5.0,3.9,Vanderbilt University
310466,130.0,161.70212765957447,3.0,3.6,UT Austin
310472,164.0,168.0,4.5,4.0,UCSD
310511,163.0,153.0,5.0,3.9,Arizona State University
310554,169.0,158.0,6.0,3.95,University Of Florida
310576,164.0,162.0,5.0,3.73,American University
310577,153.0,161.0,4.0,3.8,University Of Washington
310582,161.0,170.0,4.5,3.74,University Of Southern California
310583,161.0,162.0,4.5,3.83,Stanford University
310593,151.06382978723403,170.2127659574468,0.0,3.55,University Of Toronto
310619,142.0,154.0,5.5,3.1,Syracuse University
310625,136.17021276595744,159.5744680851064,2.0,3.58,Florida State University
310628,164.0,159.0,5.0,3.87,Georgia State University
310636,157.0,153.0,4.5,3.96,Georgia State University
310667,148.0,151.0,4.5,3.93,University Of Kansas
310680,170.0,161.0,4.5,3.8,George Washington University
310681,158.0,165.0,3.5,3.86,Columbia University
310692,170.0,164.0,5.0,3.92,UCLA
310696,159.0,147.0,4.5,3.28,University Of Oregon
310739,170.0,151.0,5.0,3.85,Johns Hopkins University
310746,164.0,167.0,3.5,3.8,UC Berkeley
310766,169.0,159.0,5.5,2.97,University Of South Florida
310769,160.0,165.0,4.5,3.25,American University
310774,149.0,161.0,3.5,3.72,UC Berkeley
310777,138.29787234042553,170.2127659574468,3.0,3.7,University Of Pittsburgh
310779,138.29787234042553,170.2127659574468,3.0,3.7,University Of Rochester
310829,155.0,154.0,4.0,3.74,University Of Washington
310836,152.0,168.0,4.0,3.74,Stanford University
310842,151.0,169.0,3.5,2.99,George Mason University
310855,139.0,166.0,2.5,3.81,Florida State University
310869,143.0,162.0,3.0,3.32,University Of Rochester
310873,151.0,160.0,4.5,3.7,Northeastern University
310884,159.0,161.0,3.5,3.95,UIUC
310887,157.0,159.0,5.5,3.67,University Of Virginia
310900,169.0,169.0,4.5,3.92,Boston University
310901,153.0,164.0,3.5,3.87,University Of Rochester
310913,160.0,159.0,4.0,3.86,Georgetown University
310915,159.0,166.0,4.0,3.3,Carnegie Mellon University (CMU)
310935,142.0,167.0,3.0,3.64,Iowa State University
310986,161.0,168.0,4.5,3.1,UCLA
311007,166.0,156.0,4.0,4.0,Temple University
311009,164.0,160.0,5.5,3.8,University Of Chicago
311048,158.0,168.0,5.0,3.95,Northwestern University
311075,162.0,166.0,4.5,3.3,Boston University
311081,161.0,162.0,4.0,3.87,Northeastern University
311083,161.0,162.0,4.0,3.87,Carnegie Mellon University
311092,161.0,154.0,5.0,3.85,Northeastern University
311095,161.0,169.0,4.5,2.9,Florida State University
311151,160.0,146.0,4.0,3.45,University Of Pittsburgh
311158,160.0,166.0,3.5,3.69,University Of Oxford
311169,160.0,150.0,3.5,3.9,University Of Florida
311188,162.0,159.0,4.5,3.23,Cornell University
311204,149.0,162.0,3.5,2.86,Oregon State University
311221,160.0,153.0,5.0,3.25,University Of Pittsburgh
311228,153.0,164.0,3.5,3.87,Tufts University
311238,157.0,168.0,4.0,3.85,Duke University
311258,157.0,168.0,3.5,3.75,Stanford University
311268,162.0,165.0,3.5,3.69,University Of Virginia
311274,152.0,161.0,4.0,3.8,"University Of Colorado, Boulder"
311276,159.0,166.0,3.5,3.7,Clemson University
311316,154.0,159.0,3.5,3.3,Arizona State University
311324,150.0,159.0,4.0,3.8,Florida State University
311334,153.0,168.0,3.0,3.1,Columbia University
311335,157.0,150.0,4.0,3.85,University Of South Carolina
311338,170.0,163.0,5.5,3.45,University Of Chicago
311347,169.0,154.0,5.5,3.93,Stanford University
311363,169.0,170.0,5.0,3.81,George Washington University
311389,158.0,165.0,3.5,3.86,University Of Delaware
311390,163.0,160.0,4.5,3.9,University Of Utah
311394,164.0,160.0,4.5,3.9,University Of Southern California
311413,159.0,156.0,4.5,3.6,University Of Houston
311445,153.1914893617021,159.5744680851064,6.0,3.9,University Of Pennsylvania
311456,142.5531914893617,151.06382978723403,5.5,3.82,University Of Toronto
311490,156.0,144.0,4.5,2.8,Florida State University
311493,165.0,144.0,4.5,3.7,Stony Brook University
311494,159.0,152.0,4.0,3.05,"University Of California, Berkeley"
311512,162.0,159.0,4.5,3.23,"University Of California, Berkeley"
311533,134.04255319148936,170.2127659574468,4.0,3.91,University Of Washington
311592,158.0,155.0,4.5,3.83,Florida State University
311599,154.0,153.0,4.0,3.9,Florida State University
311609,170.0,158.0,5.0,4.0,University Of Michigan
311611,154.0,160.0,4.0,3.37,University Of Pittsburgh
311616,161.0,151.0,5.0,3.29,George Washington University
311620,151.06382978723403,165.95744680851064,6.0,3.55,University Of Michigan
311633,145.0,150.0,3.5,3.05,University Of Texas At Austin
311652,156.0,155.0,4.0,3.29,Northeastern University
311655,157.0,151.0,3.5,3.76,University Of Rochester
311659,149.0,167.0,3.5,3.57,Ohio State University
311678,158.0,154.0,4.5,3.79,Arizona State University
311693,166.0,152.0,5.0,3.49,University Of South Florida
311715,151.0,165.0,3.5,3.61,Carnegie Mellon University (CMU)
311717,151.0,160.0,3.0,3.36,Syracuse University
311750,154.0,161.0,3.5,3.38,Boston University
311778,151.0,170.0,5.0,3.85,George Washington University
311798,165.0,156.0,4.0,3.2,George Washington University
311799,157.0,159.0,4.5,3.59,George Washington University
311802,167.0,158.0,4.5,3.9,George Washington University
311818,165.0,153.0,5.0,3.9,University Of Oxford
311830,150.0,164.0,4.0,3.71,Carnegie Mellon University (CMU)
311844,155.0,157.0,4.5,3.61,University Of South Carolina
311845,164.0,158.0,4.5,3.84,Northeastern University
311855,159.0,152.0,4.0,3.05,University Of Washington
311859,159.0,152.0,4.0,3.05,University Of Virginia
311868,154.0,162.0,4.0,3.29,North Carolina State University
311885,156.0,150.0,4.0,3.98,University Of Oregon
311890,158.0,152.0,4.0,3.97,University Of South Florida
311904,148.0,157.0,5.0,3.8,Arizona State University
311923,165.0,160.0,4.0,3.7,Boston University
311930,169.0,154.0,5.0,3.93,University Of Oregon
311935,144.0,164.0,3.5,3.23,UNC Chapel Hill
311939,157.0,165.0,4.5,3.3,University Of Chicago
311941,163.0,165.0,4.0,3.9,North Carolina State University
311954,166.0,160.0,3.5,3.3,Columbia University
311960,165.0,169.0,4.5,3.4,University Of Washington
311970,150.0,165.0,4.0,3.53,Carnegie Mellon University
311978,163.0,168.0,4.0,3.67,UC Berkeley
312000,164.0,152.0,3.0,3.1,Duke University
312015,168.0,161.0,4.5,3.67,University Of Washington
312052,157.0,144.0,5.5,3.58,University Of Arizona
312061,170.0,163.0,5.0,3.8,"University Of Michigan, Ann Arbor"
312068,155.0,161.0,3.5,3.8,UC Berkeley
312070,161.0,166.0,5.5,3.57,Northwestern University
312077,160.0,165.0,4.0,3.6,Carnegie Mellon University
312082,169.0,161.0,6.0,3.4,University Of Chicago
312086,158.0,156.0,4.0,3.43,Duke University
312089,160.0,160.0,4.0,3.98,Tufts University
312103,143.0,163.0,3.0,3.6,University Of Washington
312124,167.0,156.0,4.0,3.9,University Of Washington
312174,161.0,156.0,4.0,3.01,UC Davis
312185,162.0,153.0,4.0,3.63,New York University
312201,156.0,144.0,3.5,3.9,Boston University
312205,165.0,151.0,4.5,3.9,University Of Virginia
312210,168.0,152.0,5.5,3.88,University Of Chicago
312218,155.0,165.0,4.5,4.0,Yale University
312226,165.0,153.0,5.5,3.92,Iowa State University
312241,153.0,165.0,5.5,3.92,Iowa State University
312243,163.0,158.0,4.0,3.08,Brown University
312245,157.4468085106383,130.0,4.0,3.25,University Of Iowa
312253,163.0,164.0,5.5,3.9,University Of Chicago
312265,156.0,154.0,5.5,3.97,University Of Connecticut
312297,161.0,163.0,4.0,3.53,"University Of California, San Diego (UCSD)"
312333,130.0,170.2127659574468,3.0,3.3,University Of Pittsburgh
312337,130.0,134.04255319148936,4.0,2.84,University Of Delaware
312376,156.0,170.0,4.0,3.6,University Of Southern California
312377,156.0,170.0,4.0,3.6,University Of Chicago
312379,162.0,168.0,4.0,7.8,UIUC
312391,159.0,156.0,0.0,3.2,University Of Pennsylvania
312396,155.0,160.0,4.0,3.2,Carnegie Mellon University (CMU)
312412,153.0,160.0,5.5,3.74,Northeastern University
312414,166.0,160.0,4.5,3.91,New York University (NYU)
312437,148.0,168.0,4.0,3.4,University Of Pittsburgh
312439,148.93617021276594,153.1914893617021,4.5,3.98,Duke University
312446,160.0,160.0,5.0,3.79,The Ohio State University
312451,155.0,168.0,4.0,3.91,Carnegie Mellon University
312504,136.17021276595744,170.2127659574468,3.0,4.0,University Of Cincinnati
312509,155.0,160.0,3.5,3.6,University Of Wisconsin-Madison
312518,165.0,148.0,5.0,3.2,Boston University
312520,130.0,155.3191489361702,4.5,3.74,Brown University
312550,159.0,158.0,4.0,3.4,American University
312564,168.0,159.0,4.5,3.71,University Of Toronto
312577,130.0,138.29787234042553,4.5,3.96,Boston University
312583,167.0,158.0,4.5,3.9,American University
312585,170.2127659574468,130.0,3.5,3.8,Carnegie Mellon University (CMU)
312588,158.0,154.0,4.0,4.05,University Of Oregon
312589,157.0,147.0,5.5,3.68,American University
312596,159.0,157.0,5.0,3.9,University Of Chicago
312613,163.0,168.0,4.0,3.7,University Of Chicago
312620,156.0,162.0,4.5,3.67,Duke University
312623,165.0,161.0,5.5,3.87,University Of Chicago
312627,156.0,166.0,5.0,3.47,University Of Southern California
312644,164.0,155.0,4.0,3.7,The University Of Chicago
312676,166.0,170.0,4.5,3.8,University Of Wisconsin-Madison
312678,144.0,162.0,3.0,3.8,Michigan State University
312707,160.0,170.0,6.0,3.7,University Of Maryland
312734,162.0,167.0,4.5,3.91,UNC Chapel Hill
312763,162.0,167.0,4.5,3.91,Columbia University
312766,155.0,165.0,4.5,3.85,UIUC
312771,163.0,150.0,4.5,3.8,University Of Oregon
312773,167.0,164.0,4.5,3.87,UIUC
312815,145.0,158.0,3.0,3.4,University Of Minnesota
312822,166.0,156.0,5.5,3.98,University Of Oregon
312826,154.0,145.0,4.0,3.96,University Of South Florida
312832,130.0,138.29787234042553,3.5,3.15,University Of Illinois At Urbana-Champaign
312840,157.0,163.0,4.0,3.69,Columbia University
312862,154.0,156.0,4.0,3.49,University Of Oregon
312867,159.0,165.0,3.5,3.56,Arizona State University
312879,158.0,157.0,4.0,3.5,Columbia University
312885,156.0,163.0,5.5,3.66,Arizona State University
312893,154.0,154.0,5.0,3.25,Columbia University
312925,166.0,166.0,5.5,3.9,University Of Oxford
312933,164.0,156.0,4.5,3.9,Columbia University
312935,152.0,161.0,3.0,3.68,Penn State University
312941,160.0,167.0,4.5,3.63,University Of Michigan
312947,170.0,163.0,5.0,3.8,UCLA
312950,166.0,163.0,4.0,3.95,Columbia University
312966,162.0,157.0,5.0,3.34,George Washington University
312975,166.0,166.0,4.5,3.54,Columbia University
312989,159.0,156.0,4.5,3.58,Rutgers University
312998,154.0,163.0,0.0,3.77,Brown University
313017,169.0,170.0,5.5,3.75,Princeton University
313071,144.0,165.0,3.0,3.3,University Of Central Florida
313086,147.0,164.0,4.5,3.0,Carnegie Mellon University (CMU)
313116,162.0,170.0,4.0,3.65,Carnegie Mellon University
